date_time,is_holiday,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,traffic_volume,air_pollution_index
2013-06-08 8:00:00,None,87,5,330,6,6,285.06,0,0,92,Clouds,2893,111
2013-06-08 9:00:00,None,65,1,333,1,1,285.61,0,0,92,Clouds,3721,263
2013-06-08 10:00:00,None,87,5,330,7,7,286.38,0,0,92,Clouds,3761,283
2013-06-08 11:00:00,None,78,5,326,7,7,287.42,0,0,92,Clouds,4101,58
2013-06-08 12:00:00,None,78,1,45,2,2,288.41,0,0,24,Clouds,4362,198
2013-06-08 13:00:00,None,40,3,339,5,5,288.87,0,0,24,Clouds,4442,74
2013-06-08 14:00:00,None,67,5,324,8,8,289.57,0,0,24,Clouds,4535,173
2013-06-08 15:00:00,None,67,5,324,6,6,290.12,0,0,32,Clouds,4413,233
2013-06-08 16:00:00,None,67,5,324,7,7,290.52,0,0,32,Clouds,4292,16
2013-06-08 17:00:00,None,62,4,323,8,8,290.62,0,0,32,Clouds,4076,70
2013-06-08 18:00:00,None,43,4,323,1,1,290.8,0.25,0,56,Rain,4058,201
2013-06-08 19:00:00,None,62,4,323,1,1,290.58,0,0,56,Clouds,3231,97
2013-06-08 20:00:00,None,54,2,326,1,1,289.91,0,0,56,Clouds,3062,167
2013-06-08 21:00:00,None,62,2,326,7,7,289.11,0,0,88,Clouds,3041,282
2013-06-08 22:00:00,None,71,2,326,1,1,288.12,0,0,88,Clouds,3254,291
2013-06-08 23:00:00,None,76,1,306,2,2,287.35,0,0,88,Clouds,2699,154
2013-06-09 0:00:00,None,78,1,306,4,4,286.72,0,0,92,Rain,2112,172
2013-06-09 1:00:00,None,77,1,233,5,5,286.14,0,0,92,Clouds,1610,183
2013-06-09 2:00:00,None,79,1,236,4,4,286.1,0,0,92,Clouds,1432,117
2013-06-09 3:00:00,None,79,1,236,4,4,285.97,0,0,36,Clouds,930,153
2013-06-09 4:00:00,None,79,1,236,3,3,286.07,0,0,36,Clouds,481,67
2013-06-09 5:00:00,None,80,1,212,6,6,285.62,0,0,36,Clouds,694,197
2013-06-09 6:00:00,None,80,1,212,9,9,285.18,0,0,32,Mist,831,29
2013-06-09 7:00:00,None,80,1,212,7,7,285.45,0,0,32,Mist,1065,221
2013-06-09 8:00:00,None,78,1,201,3,3,287.44,0,0,32,Clouds,1590,33
2013-06-09 9:00:00,None,76,1,191,9,9,290.09,0,0,24,Clouds,2326,100
2013-06-09 10:00:00,None,76,1,191,7,7,291.61,0,0,24,Clouds,3129,225
2013-06-09 11:00:00,None,68,3,189,8,8,292.46,0,0,24,Clouds,3565,61
2013-06-09 12:00:00,None,68,3,189,4,4,293,0,0,64,Clouds,3953,147
2013-06-09 13:00:00,None,68,11,90,8,8,293.25,0,0,64,Clouds,4112,162
2013-06-09 14:00:00,None,59,13,338,6,6,293.99,0,0,64,Clouds,4159,229
2013-06-09 15:00:00,None,59,13,292,5,5,293.83,0,0,76,Clouds,4300,182
2013-06-09 16:00:00,None,59,3,185,5,5,294.18,0,0,76,Clouds,4117,10
2013-06-09 17:00:00,None,58,0,115,7,7,294.25,0,0,76,Clouds,3882,34
2013-06-09 18:00:00,None,58,3,187,5,5,294.25,0,0,92,Clouds,3580,213
2013-06-09 19:00:00,None,58,3,187,8,8,293.38,0,0,92,Clouds,2987,210
2013-06-09 20:00:00,None,52,4,165,5,5,292.58,0,0,92,Drizzle,2579,200
2013-06-09 21:00:00,None,52,4,165,5,5,291.58,0,0,88,Rain,2322,241
2013-06-09 21:00:00,None,52,4,165,7,7,291.58,0,0,88,Drizzle,2322,229
2013-06-09 22:00:00,None,54,4,187,7,7,291.14,0,0,88,Clouds,1843,75
2013-06-09 23:00:00,None,54,4,187,3,3,290.51,0,0,88,Clouds,1108,33
2013-06-10 0:00:00,None,56,4,179,2,2,290.31,0,0,92,Clouds,710,91
2013-06-10 1:00:00,None,58,5,183,2,2,290.02,0.25,0,92,Rain,388,100
2013-06-10 2:00:00,None,58,5,183,7,7,289.48,0.51,0,76,Rain,292,181
2013-06-10 3:00:00,None,58,5,183,5,5,288.32,0.69,0,68,Rain,323,44
2013-06-10 4:00:00,None,64,1,153,2,2,287.58,1,0,68,Rain,763,43
2013-06-10 5:00:00,None,64,5,180,3,3,286.94,1.29,0,68,Rain,2717,271
2013-06-10 6:00:00,None,64,1,163,8,8,286.66,1.34,0,92,Rain,5513,186
2013-06-10 7:00:00,None,64,6,183,2,2,286.71,1.84,0,92,Rain,6873,153
2013-06-10 7:00:00,None,53,5,227,9,9,286.71,1.84,0,92,Mist,6873,224
2013-06-10 7:00:00,None,64,6,183,3,3,286.71,1.84,0,92,Drizzle,6873,150
2013-06-10 8:00:00,None,59,2,55,2,2,286.62,1.7,0,92,Rain,6013,277
2013-06-10 8:00:00,None,59,6,185,4,4,286.62,1.7,0,92,Mist,6013,148
2013-06-10 9:00:00,None,59,0,90,1,1,286.66,0.76,0,92,Rain,4769,56
2013-06-10 9:00:00,None,53,0,90,5,5,286.66,0.76,0,92,Mist,4769,69
2013-06-10 10:00:00,None,37,3,174,7,7,286.81,0.47,0,92,Rain,4245,58
2013-06-10 10:00:00,None,37,7,174,2,2,286.81,0.47,0,92,Mist,4245,61
2013-06-10 10:00:00,None,50,1,131,3,3,286.81,0.47,0,92,Drizzle,4245,70
2013-06-10 11:00:00,None,40,5,179,5,5,287.4,0.76,0,92,Rain,4688,223
2013-06-10 12:00:00,None,42,2,171,8,8,287.68,0.25,0,92,Rain,4872,104
2013-06-10 13:00:00,None,43,5,114,4,4,287.94,1.41,0,92,Rain,4904,129
2013-06-10 13:00:00,None,47,6,179,4,4,287.94,1.41,0,92,Mist,4904,228
2013-06-10 14:00:00,None,47,6,179,8,8,287.71,1.44,0,92,Rain,5162,49
2013-06-10 14:00:00,None,49,0,90,4,4,287.71,1.44,0,92,Mist,5162,241
2013-06-10 14:00:00,None,49,5,185,5,5,287.71,1.44,0,92,Drizzle,5162,220
2013-06-10 15:00:00,None,52,1,256,7,7,288.14,0.7,0,92,Rain,5859,47
2013-06-10 15:00:00,None,83,6,184,8,8,288.14,0.7,0,92,Mist,5859,220
2013-06-10 16:00:00,None,83,6,184,8,8,288.88,0.25,0,92,Rain,6522,92
2013-06-10 16:00:00,None,83,1,97,5,5,288.88,0.25,0,92,Mist,6522,127
2013-06-10 17:00:00,None,86,6,181,1,1,290.16,0,0,92,Rain,6162,36
2013-06-10 18:00:00,None,93,6,170,6,6,291.26,3.18,0,88,Rain,4357,218
2013-06-10 19:00:00,None,86,0,90,3,3,291.75,0,0,88,Rain,3217,134
2013-06-10 20:00:00,None,77,6,194,7,7,291.26,0,0,88,Rain,2838,285
2013-06-10 21:00:00,None,77,6,194,5,5,290.51,0,0,92,Rain,2727,81
2013-06-10 22:00:00,None,77,6,194,3,3,289.68,0,0,92,Rain,1826,67
2013-06-10 23:00:00,None,72,6,190,7,7,289.3,0,0,92,Mist,1175,128
2013-06-11 0:00:00,None,72,6,190,5,5,289.06,0,0,92,Mist,576,71
2013-06-11 1:00:00,None,72,6,190,7,7,288.77,0.25,0,68,Rain,378,96
2013-06-11 1:00:00,None,68,5,187,8,8,288.77,0.25,0,68,Mist,378,108
2013-06-11 2:00:00,None,69,5,187,7,7,288.3,0,0,68,Fog,284,133
2013-06-11 2:00:00,None,68,5,187,9,9,288.3,0,0,68,Mist,284,16
2013-06-11 3:00:00,None,64,5,178,9,9,288.28,0,0,68,Mist,345,143
2013-06-11 4:00:00,None,64,5,178,7,7,288.37,0.25,0,68,Rain,786,292
2013-06-11 4:00:00,None,64,5,178,6,6,288.37,0.25,0,68,Mist,786,11
2013-06-11 5:00:00,None,63,5,168,3,3,288.26,0.25,0,68,Rain,2839,169
2013-06-11 5:00:00,None,63,5,168,1,1,288.26,0.25,0,68,Mist,2839,166
2013-06-11 7:00:00,None,63,5,168,4,4,288.74,0,0,36,Mist,6738,235
2013-06-11 7:00:00,None,60,5,173,5,5,288.74,0,0,36,Fog,6738,152
2013-06-11 8:00:00,None,60,5,173,2,2,289.4,0,0,36,Mist,6171,275
2013-06-11 8:00:00,None,60,5,173,4,4,289.4,0,0,36,Fog,6171,275
2013-06-11 9:00:00,None,69,1,192,7,7,289.78,0,0,20,Mist,5036,46
2013-06-11 10:00:00,None,60,5,180,3,3,289.92,0,0,20,Mist,4509,297
2013-06-11 11:00:00,None,60,5,180,8,8,290.97,0,0,20,Mist,4774,82
2013-06-11 11:00:00,None,66,4,183,2,2,290.97,0,0,20,Haze,4774,25
2013-06-11 12:00:00,None,66,4,183,4,4,291.65,0,0,44,Haze,5173,92
2013-06-11 12:00:00,None,69,3,183,7,7,291.65,0,0,44,Mist,5173,183
2013-06-11 13:00:00,None,72,3,183,2,2,292.55,0,0,44,Haze,4994,85
2013-06-11 14:00:00,None,68,3,186,9,9,293.78,0,0,44,Clouds,5387,60
2013-06-11 15:00:00,None,74,2,185,1,1,295.02,0,0,48,Clouds,5969,195
2013-06-11 16:00:00,None,73,2,188,6,6,295.7,0,0,48,Clouds,6684,14
2013-06-11 17:00:00,None,69,2,183,8,8,296.3,0,0,48,Clouds,6651,271
2013-06-11 18:00:00,None,68,2,187,5,5,296.4,0.25,0,0,Rain,4777,188
2013-06-11 19:00:00,None,65,2,185,9,9,296.46,0,0,0,Clear,3188,151
2013-06-11 20:00:00,None,49,1,179,2,2,295.48,0,0,0,Clear,2940,277
2013-06-11 21:00:00,None,62,11,248,1,1,294.22,0,0,0,Clear,2545,123
2013-06-11 22:00:00,None,65,1,244,3,3,291.95,0,0,0,Clear,2078,189
2013-06-11 23:00:00,None,65,1,244,9,9,290.31,0,0,0,Clear,1255,77
2013-06-12 0:00:00,None,65,1,244,2,2,289.56,0,0,8,Clear,655,116
2013-06-12 1:00:00,None,74,0,54,8,8,289.06,0,0,8,Mist,377,68
2013-06-12 2:00:00,None,78,1,83,4,4,288.49,0,0,0,Mist,266,283
2013-06-12 3:00:00,None,83,1,112,4,4,287.57,0,0,12,Mist,360,40
2013-06-12 4:00:00,None,82,1,112,4,4,286.91,0,0,12,Mist,789,44
2013-06-12 4:00:00,None,81,1,112,9,9,286.91,0,0,12,Fog,789,269
2013-06-12 5:00:00,None,82,2,180,1,1,286.43,0.25,0,12,Rain,2751,18
2013-06-12 5:00:00,None,84,2,166,1,1,286.43,0.25,0,12,Mist,2751,118
2013-06-12 6:00:00,None,87,2,166,8,8,286.66,0,0,12,Mist,5963,152
2013-06-12 6:00:00,None,90,2,166,2,2,286.66,0,0,12,Fog,5963,51
2013-06-12 7:00:00,None,91,1,164,5,5,288.29,0,0,12,Mist,6535,196
2013-06-12 8:00:00,None,92,1,164,3,3,290.04,0,0,12,Mist,6060,94
2013-06-12 9:00:00,None,78,1,164,2,2,290.99,0.25,0,12,Rain,4962,210
2013-06-12 9:00:00,None,68,0,184,4,4,290.99,0.25,0,12,Mist,4962,297
2013-06-12 10:00:00,None,64,0,203,6,6,292.09,0.25,0,12,Rain,4226,270
2013-06-12 11:00:00,None,52,3,182,3,3,293.25,0,0,12,Clouds,4308,168
2013-06-12 12:00:00,None,61,1,195,5,5,294.64,0.51,0,36,Rain,4989,162
2013-06-12 13:00:00,None,71,0,209,9,9,295.1,0.38,0,36,Rain,5050,193
2013-06-12 14:00:00,None,67,1,195,1,1,296.44,0,0,36,Clouds,5287,266
2013-06-12 15:00:00,None,63,3,182,3,3,296.55,0,0,36,Rain,5948,76
2013-06-12 16:00:00,None,63,13,0,8,8,296.57,0,0,36,Clouds,6759,222
2013-06-12 17:00:00,None,63,3,182,2,2,296.44,0,0,36,Rain,6396,229
2013-06-12 18:00:00,None,57,3,179,9,9,296.49,0,0,0,Clear,4851,233
2013-06-12 19:00:00,None,57,3,179,3,3,296.58,0.25,0,0,Rain,3342,103
2013-06-12 20:00:00,None,57,3,179,6,6,296.06,0,0,0,Clear,3002,68
2013-06-12 21:00:00,None,63,3,163,2,2,295.07,0,0,64,Clouds,2799,187
2013-06-12 22:00:00,None,63,3,163,5,5,293.81,0,0,64,Clouds,2179,299
2013-06-12 23:00:00,None,63,3,163,9,9,292.36,0,0,64,Clouds,1216,121
2013-06-13 0:00:00,None,72,2,170,2,2,291.36,0,0,92,Mist,697,191
2013-06-13 0:00:00,None,70,2,170,4,4,291.36,0,0,92,Thunderstorm,697,233
2013-06-13 1:00:00,None,72,2,170,4,4,291.34,0.38,0,32,Rain,456,169
2013-06-13 1:00:00,None,80,3,182,8,8,291.34,0.38,0,32,Thunderstorm,456,273
2013-06-13 1:00:00,None,80,3,182,5,5,291.34,0.38,0,32,Mist,456,172
2013-06-13 2:00:00,None,80,3,182,8,8,291.32,0.61,0,32,Rain,328,289
2013-06-13 2:00:00,None,82,3,200,7,7,291.32,0.61,0,32,Thunderstorm,328,12
2013-06-13 3:00:00,None,82,3,200,6,6,290.89,0.64,0,24,Rain,398,90
2013-06-13 3:00:00,None,82,3,200,3,3,290.89,0.64,0,24,Thunderstorm,398,188
2013-06-13 4:00:00,None,73,3,219,3,3,290.84,0.64,0,24,Rain,809,103
2013-06-13 4:00:00,None,73,3,219,6,6,290.84,0.64,0,24,Mist,809,226
2013-06-13 6:00:00,None,73,3,219,9,9,289.96,1.02,0,80,Rain,5865,31
2013-06-13 6:00:00,None,68,4,238,3,3,289.96,1.02,0,80,Thunderstorm,5865,135
2013-06-13 7:00:00,None,68,7,231,7,7,290.46,0.38,0,80,Rain,6535,277
2013-06-13 8:00:00,None,68,11,225,1,1,290.9,5.42,0,80,Rain,6172,152
2013-06-13 9:00:00,None,49,3,212,9,9,290.41,8.64,0,92,Rain,5144,277
2013-06-13 9:00:00,None,61,0,112,5,5,290.41,8.64,0,92,Mist,5144,112
2013-06-13 9:00:00,None,59,2,251,8,8,290.41,8.64,0,92,Thunderstorm,5144,65
2013-06-13 10:00:00,None,49,2,196,2,2,290.14,5.74,0,92,Rain,4634,236
2013-06-13 10:00:00,None,52,1,188,6,6,290.14,5.74,0,92,Mist,4634,115
2013-06-13 10:00:00,None,55,0,181,5,5,290.14,5.74,0,92,Thunderstorm,4634,153
2013-06-13 11:00:00,None,58,2,229,8,8,289.64,4.98,0,92,Rain,5088,42
2013-06-13 11:00:00,None,61,2,229,8,8,289.64,4.98,0,92,Thunderstorm,5088,126
2013-06-13 11:00:00,None,68,2,229,2,2,289.64,4.98,0,92,Mist,5088,180
2013-06-13 12:00:00,None,62,2,221,2,2,290.05,3.65,0,100,Rain,5126,27
2013-06-13 12:00:00,None,62,2,221,1,1,290.05,3.65,0,100,Thunderstorm,5126,245
2013-06-13 12:00:00,None,62,2,221,3,3,290.05,3.65,0,100,Mist,5126,177
2013-06-13 13:00:00,None,64,3,210,1,1,291.25,1.02,0,100,Rain,5357,164
2013-06-13 14:00:00,None,64,3,210,2,2,291.79,0.68,0,100,Rain,5640,249
2013-06-13 15:00:00,None,64,3,210,2,2,293.02,0.46,0,76,Rain,6085,127
2013-06-13 16:00:00,None,69,3,228,7,7,294.18,0.42,0,76,Rain,6517,90
2013-06-13 17:00:00,None,69,3,228,7,7,295.07,0.25,0,76,Rain,6295,177
2013-06-13 18:00:00,None,69,3,228,6,6,295.61,0.25,0,48,Rain,4885,182
2013-06-13 19:00:00,None,67,3,230,5,5,294.9,0,0,90,Rain,3487,227
2013-06-13 19:00:00,None,67,3,230,7,7,294.9,0,0,90,Drizzle,3487,237
2013-06-13 21:00:00,None,60,10,90,2,2,293.87,0,0,12,Clouds,3122,200
2013-06-13 22:00:00,None,60,8,157,3,3,292.92,0.25,0,12,Rain,2452,235
2013-06-13 23:00:00,None,60,13,90,7,7,292.68,0,0,12,Clouds,1513,177
2013-06-14 0:00:00,None,60,15,90,6,6,292.13,0,0,0,Clear,756,198
2013-06-14 1:00:00,None,53,1,265,2,2,291.45,0,0,32,Clouds,501,202
2013-06-14 2:00:00,None,53,4,243,1,1,290.26,0,0,32,Clouds,382,10
2013-06-14 3:00:00,None,53,0,186,2,2,289.24,0,0,0,Clear,398,18
2013-06-14 4:00:00,None,48,4,240,8,8,288.07,0,0,0,Clear,755,84
2013-06-14 5:00:00,None,57,2,227,1,1,287.51,0,0,0,Clear,2634,152
2013-06-14 6:00:00,None,48,4,240,4,4,287,0,0,0,Clear,5575,203
2013-06-14 7:00:00,None,53,3,225,9,9,287.64,0,0,0,Clear,6651,19
2013-06-14 8:00:00,None,53,3,225,4,4,289.4,0,0,0,Clear,5588,148
2013-06-14 9:00:00,None,80,0,148,2,2,291.19,0,0,0,Clear,4995,39
2013-06-14 10:00:00,None,64,1,223,3,3,292.27,0,0,0,Clear,4639,288
2013-06-14 11:00:00,None,64,1,223,6,6,293.84,0,0,0,Clear,5187,287
2013-06-14 12:00:00,None,64,1,223,5,5,295.52,0,0,0,Clear,5663,51
2013-06-14 13:00:00,None,69,1,185,6,6,296.57,0,0,0,Clear,5457,237
2013-06-14 14:00:00,None,69,1,185,7,7,297.25,0,0,0,Clear,5651,294
2013-06-14 15:00:00,None,68,1,192,5,5,297.46,0,0,0,Clear,5939,210
2013-06-14 16:00:00,None,68,2,199,4,4,298.16,0,0,0,Clear,6354,219
2013-06-14 17:00:00,None,68,2,199,9,9,298.15,0,0,0,Clear,5508,187
2013-06-14 18:00:00,None,68,2,199,2,2,297.88,0,0,0,Clear,4628,95
2013-06-14 19:00:00,None,64,4,209,8,8,297.61,0,0,0,Clear,3629,57
2013-06-14 20:00:00,None,64,4,209,3,3,296.78,0,0,40,Clouds,3286,215
2013-06-14 21:00:00,None,64,4,209,5,5,294.87,0,0,0,Clear,3342,200
2013-06-14 22:00:00,None,58,5,217,5,5,292,0,0,0,Clear,2967,25
2013-06-14 23:00:00,None,58,5,217,3,3,290.62,0,0,0,Clear,2082,137
2013-06-15 0:00:00,None,58,5,217,7,7,290.16,0,0,0,Clear,1228,194
2013-06-15 1:00:00,None,47,7,226,9,9,290.01,0,0,0,Clear,723,139
2013-06-15 2:00:00,None,47,7,226,7,7,289.4,0,0,0,Clear,565,174
2013-06-15 3:00:00,None,47,6,165,4,4,288.51,0,0,0,Clear,389,102
2013-06-15 4:00:00,None,43,11,90,9,9,287.52,0,0,0,Clear,415,288
2013-06-15 5:00:00,None,48,4,165,2,2,286.84,0,0,0,Clear,766,222
2013-06-15 6:00:00,None,50,6,160,4,4,287.77,0,0,68,Clouds,1456,150
2013-06-15 7:00:00,None,55,2,185,8,8,288.75,0,0,68,Clouds,2036,124
2013-06-15 8:00:00,None,56,3,133,2,2,290.39,0,0,68,Clouds,2685,16
2013-06-15 9:00:00,None,45,5,238,3,3,291.57,0,0,68,Clouds,3557,65
2013-06-15 10:00:00,None,57,3,188,4,4,293.34,0,0,68,Clouds,4067,201
2013-06-15 11:00:00,None,48,5,230,8,8,295.34,0,0,68,Clouds,4256,31
2013-06-15 12:00:00,None,48,1,112,9,9,296.31,0,0,44,Clouds,4761,89
2013-06-15 13:00:00,None,56,7,256,3,3,297.1,0,0,44,Clouds,4676,293
2013-06-15 14:00:00,None,56,7,256,2,2,296.48,0,0,44,Clouds,4715,112
2013-06-15 15:00:00,None,56,7,256,1,1,297.1,0,0,44,Clouds,4286,226
2013-06-15 16:00:00,None,65,5,292,9,9,298.29,0,0,44,Clouds,4509,151
2013-06-15 17:00:00,None,65,9,68,4,4,298.29,0,0,44,Clouds,4200,94
2013-06-15 18:00:00,None,65,5,292,7,7,298.3,0,0,20,Clouds,3651,86
2013-06-15 19:00:00,None,56,1,224,7,7,297.53,0,0,20,Clouds,3137,267
2013-06-15 20:00:00,None,55,0,90,6,6,296.78,0,0,20,Clouds,2835,237
2013-06-15 21:00:00,None,55,0,248,5,5,296.36,0,0,48,Clouds,2965,87
2013-06-15 22:00:00,None,54,6,297,9,9,295.75,0,0,48,Clouds,2856,171
2013-06-15 23:00:00,None,54,6,297,6,6,295.29,0,0,48,Clouds,2137,91
2013-06-16 0:00:00,None,54,6,297,6,6,294.04,0.51,0,92,Rain,1461,225
2013-06-16 1:00:00,None,43,1,344,4,4,293.34,1.52,0,88,Rain,828,60
2013-06-16 2:00:00,None,57,7,331,1,1,292.7,0.89,0,88,Rain,674,173
2013-06-16 3:00:00,None,43,1,246,1,1,292.52,0,0,88,Clouds,476,260
2013-06-16 4:00:00,None,46,0,357,1,1,292,0,0,88,Clouds,335,222
2013-06-16 5:00:00,None,47,6,341,1,1,291.22,0,0,88,Clouds,537,220
2013-06-16 6:00:00,None,49,6,341,9,9,290.97,0,0,36,Clouds,810,172
2013-06-16 7:00:00,None,53,4,193,7,7,291.56,0,0,36,Clouds,1153,94
2013-06-16 8:00:00,None,64,3,324,2,2,292.7,0,0,36,Clouds,1763,12
2013-06-16 9:00:00,None,52,3,324,1,1,294.3,0,0,92,Clouds,2724,14
2013-06-16 10:00:00,None,59,3,284,1,1,295.43,0,0,92,Clouds,3505,244
2013-06-16 11:00:00,None,59,3,284,3,3,296.58,0,0,92,Clouds,4340,284
2013-06-16 12:00:00,None,59,3,284,2,2,296.85,0,0,92,Clouds,4472,299
2013-06-16 13:00:00,None,67,3,266,6,6,296.99,0,0,92,Clouds,4277,29
2013-06-16 14:00:00,None,67,3,266,6,6,296.24,0.25,0,92,Rain,4261,204
2013-06-16 14:00:00,None,67,3,266,9,9,296.24,0.25,0,92,Thunderstorm,4261,158
2013-06-16 15:00:00,None,69,2,281,8,8,295.18,1.4,0,88,Rain,4242,125
2013-06-16 15:00:00,None,93,2,281,8,8,295.18,1.4,0,88,Thunderstorm,4242,13
2013-06-16 16:00:00,None,69,2,281,3,3,293.65,12.19,0,88,Rain,4271,31
2013-06-16 16:00:00,None,80,2,339,4,4,293.65,12.19,0,88,Thunderstorm,4271,199
2013-06-16 16:00:00,None,69,1,323,9,9,293.65,12.19,0,88,Mist,4271,21
2013-06-16 17:00:00,None,69,1,323,1,1,292.85,1.52,0,88,Rain,3882,198
2013-06-16 17:00:00,None,70,2,358,6,6,292.85,1.52,0,88,Mist,3882,36
2013-06-16 18:00:00,None,50,3,50,1,1,296.1,0.25,0,8,Rain,3472,151
2013-06-16 19:00:00,None,70,2,358,2,2,296.79,0,0,8,Clear,3023,16
2013-06-16 20:00:00,None,53,2,13,8,8,296.72,0,0,8,Clear,2759,19
2013-06-16 21:00:00,None,81,3,5,6,6,294.53,0,0,0,Clear,2873,188
2013-06-16 22:00:00,None,81,3,5,2,2,292.13,0,0,0,Clear,2777,12
2013-06-16 23:00:00,None,100,3,10,7,7,290.97,0,0,1,Mist,2149,112
2013-06-17 0:00:00,None,51,1,21,7,7,289.79,0,0,0,Mist,686,63
2013-06-17 1:00:00,None,56,3,20,7,7,289.19,0,0,0,Mist,387,171
2013-06-17 1:00:00,None,99,1,26,6,6,289.19,0,0,0,Fog,387,239
2013-06-17 2:00:00,None,61,1,26,6,6,288.62,0,0,0,Mist,298,220
2013-06-17 3:00:00,None,64,1,26,6,6,288.59,0,0,0,Clear,347,290
2013-06-17 4:00:00,None,66,1,322,9,9,287.86,0.25,0,0,Rain,816,79
2013-06-17 5:00:00,None,63,1,322,1,1,287.22,0,0,0,Clear,2807,77
2013-06-17 6:00:00,None,98,0,92,4,4,287.01,0,0,0,Clear,5552,291
2013-06-17 7:00:00,None,94,0,110,3,3,288.19,0,0,0,Mist,6105,291
2013-06-17 8:00:00,None,94,1,322,5,5,290.44,0,0,0,Mist,5653,163
2013-06-17 9:00:00,None,64,1,322,8,8,294.13,0,0,0,Clear,5108,233
2013-06-17 10:00:00,None,68,1,352,6,6,296.67,0,0,0,Clear,4481,198
2013-06-17 11:00:00,None,92,1,108,5,5,298.38,0,0,0,Clear,4665,50
2013-06-17 12:00:00,None,72,3,20,2,2,299.8,0,0,0,Clear,4990,182
2013-06-17 13:00:00,None,87,2,43,8,8,300.65,0,0,0,Clear,4991,247
2013-06-17 14:00:00,None,87,2,43,2,2,301.57,0,0,0,Clear,5296,279
2013-06-17 15:00:00,None,92,2,43,3,3,302.18,0,0,0,Clear,5848,174
2013-06-17 16:00:00,None,76,2,60,2,2,302.4,0,0,0,Clear,6520,139
2013-06-17 17:00:00,None,70,2,60,4,4,302.39,0,0,0,Clear,6020,14
2013-06-17 18:00:00,None,70,2,60,5,5,300.8,0,0,0,Clear,4382,139
2013-06-17 19:00:00,None,59,10,202,1,1,295.61,0.89,0,0,Rain,3426,185
2013-06-17 19:00:00,None,59,0,17,1,1,295.61,0.89,0,0,Thunderstorm,3426,31
2013-06-17 20:00:00,None,59,2,61,4,4,294.97,0.51,0,0,Rain,2915,50
2013-06-17 21:00:00,None,52,1,78,5,5,293.47,0,0,8,Clear,2564,162
2013-06-17 22:00:00,None,52,1,78,6,6,292.32,0,0,8,Clear,1919,55
2013-06-17 23:00:00,None,52,1,78,5,5,291.87,0,0,8,Clear,1130,18
2013-06-18 0:00:00,None,78,2,110,1,1,291.35,0,0,8,Clear,639,110
2013-06-18 1:00:00,None,85,1,127,3,3,290.63,0,0,12,Clouds,333,56
2013-06-18 2:00:00,None,83,3,251,5,5,290.43,0,0,12,Clouds,314,216
2013-06-18 3:00:00,None,99,1,161,3,3,289.77,0,0,0,Clear,363,250
2013-06-18 4:00:00,None,99,1,161,8,8,289.36,0,0,0,Clear,834,12
2013-06-18 5:00:00,None,99,1,161,6,6,288.01,0,0,0,Clear,2914,273
2013-06-18 6:00:00,None,83,0,195,9,9,287.68,0,0,0,Clear,6058,45
2013-06-18 7:00:00,None,100,2,194,1,1,289.74,0,0,0,Clear,6817,252
2013-06-18 8:00:00,None,100,2,194,4,4,292.02,0,0,0,Clear,6541,247
2013-06-18 9:00:00,None,96,2,203,3,3,294.82,0,0,0,Clear,5318,228
2013-06-18 10:00:00,None,85,0,130,9,9,296.29,0,0,0,Clear,4644,210
2013-06-18 11:00:00,None,96,2,203,7,7,297.4,0,0,0,Clear,4900,36
2013-06-18 12:00:00,None,93,4,210,5,5,297.92,0,0,8,Clear,5308,98
2013-06-18 13:00:00,None,93,4,210,3,3,298.25,0,0,8,Clear,5276,278
2013-06-18 14:00:00,None,93,4,210,5,5,298.78,0,0,8,Clear,5626,133
2013-06-18 15:00:00,None,79,3,278,8,8,299.06,0,0,36,Thunderstorm,6350,290
2013-06-18 16:00:00,None,79,3,278,4,4,297.95,0,0,36,Rain,6910,264
2013-06-18 17:00:00,None,58,1,270,8,8,297.84,0,0,36,Rain,6404,11
2013-06-18 18:00:00,None,61,11,180,7,7,297.25,0,0,44,Clouds,4874,132
2013-06-18 19:00:00,None,61,7,256,5,5,296.99,0,0,44,Clouds,3547,245
2013-06-18 20:00:00,None,61,4,333,6,6,295.72,0,0,44,Clouds,3002,86
2013-06-18 21:00:00,None,58,0,22,3,3,294.12,0,0,24,Clouds,2764,87
2013-06-18 22:00:00,None,58,5,326,3,3,292.84,0,0,24,Clouds,1854,172
2013-06-18 23:00:00,None,58,5,326,8,8,291.18,0,0,24,Clouds,1310,159
2013-06-19 0:00:00,None,60,4,335,1,1,289.75,0,0,32,Clouds,657,57
2013-06-19 1:00:00,None,60,4,335,1,1,288.78,0,0,12,Clouds,411,123
2013-06-19 2:00:00,None,60,4,335,8,8,286.48,0,0,36,Clouds,276,73
2013-06-19 3:00:00,None,68,2,320,6,6,287.17,0,0,75,Clouds,359,159
2013-06-19 5:00:00,None,72,2,315,5,5,286.16,0,0,75,Clouds,2951,82
2013-06-19 6:00:00,None,77,2,310,8,8,284.19,0,0,1,Clear,6056,56
2013-06-19 10:00:00,None,72,3,360,8,8,289.86,0,0,40,Clouds,4857,190
2013-06-19 11:00:00,None,75,2,352,7,7,291.88,0,0,56,Clouds,5067,268
2013-06-19 15:00:00,None,79,0,344,4,4,296.58,0,0,0,Clear,6410,104
2013-06-19 16:00:00,None,87,2,340,4,4,296.5,0,0,0,Clear,6708,110
